//pickedCard,CardNumber,ChipsOnCard,NumCardsLeft,Player0NumChips,Player0NumCards,Player0Score,Player1NumChips,Player1NumCards,Player1Score,Player2NumChips,Player2NumCards,Player2Score

1,29,0,2,13,9,109,13,7,128,7,7,93
ENDOFGAME
0,6,0,24,11,0,0,11,0,0,11,0,0
0,6,1,24,10,0,0,11,0,0,11,0,0
0,6,2,24,10,0,0,10,0,0,11,0,0
1,6,0,24,13,1,6,10,0,0,10,0,0
1,13,0,23,13,1,6,10,1,13,10,0,0
0,26,0,22,13,1,6,10,1,13,10,0,0
0,26,1,22,13,1,6,10,1,13,9,0,0
1,26,0,22,12,1,6,12,2,39,9,0,0
1,18,0,21,12,1,6,12,2,39,9,1,18
1,16,0,20,12,2,22,12,2,39,9,1,18
1,35,0,19,12,2,22,12,3,74,9,1,18
0,15,0,18,12,2,22,12,3,74,9,1,18
1,15,0,18,13,3,21,12,3,74,8,1,18
1,22,0,17,13,3,21,12,4,96,8,1,18
0,27,0,16,13,3,21,12,4,96,8,1,18
0,27,1,16,13,3,21,12,4,96,7,1,18
1,27,0,16,12,3,21,14,5,96,7,1,18
0,14,0,15,12,3,21,14,5,96,7,1,18
0,14,1,15,12,3,21,14,5,96,6,1,18
1,14,0,15,11,3,21,16,6,96,6,1,18
0,8,0,14,11,3,21,16,6,96,6,1,18
1,8,0,14,12,4,29,16,6,96,5,1,18
1,20,0,13,12,4,29,16,7,116,5,1,18
0,24,0,12,12,4,29,16,7,116,5,1,18
0,24,1,12,12,4,29,16,7,116,4,1,18
1,24,0,12,11,4,29,18,8,140,4,1,18
0,29,0,11,11,4,29,18,8,140,4,1,18
0,29,1,11,11,4,29,18,8,140,3,1,18
1,29,0,11,10,4,29,20,9,169,3,1,18
1,3,0,10,10,4,29,20,9,169,3,2,21
1,23,0,9,10,5,52,20,9,169,3,2,21
0,28,0,8,10,5,52,20,9,169,3,2,21
1,28,0,8,10,5,52,19,9,169,4,3,49
0,4,0,7,10,5,52,19,9,169,4,3,49
1,4,0,7,9,5,52,20,10,173,4,3,49
0,10,0,6,9,5,52,20,10,173,4,3,49
0,10,1,6,9,5,52,20,10,173,3,3,49
1,10,0,6,8,5,52,22,11,183,3,3,49
1,31,0,5,8,5,52,22,11,183,3,4,80
1,11,0,4,8,6,63,22,11,183,3,4,80
0,12,0,3,8,6,63,22,11,183,3,4,80
1,12,0,3,8,6,63,21,11,183,4,5,92
1,7,0,2,8,7,55,21,11,183,4,5,92
0,19,0,1,8,7,55,21,11,183,4,5,92
ENDOFGAME
1,16,0,24,11,1,16,11,0,0,11,0,0
0,26,0,23,11,1,16,11,0,0,11,0,0
0,26,1,23,11,1,16,10,0,0,11,0,0
0,26,2,23,11,1,16,10,0,0,10,0,0
1,26,0,23,10,1,16,13,1,26,10,0,0
0,3,0,22,10,1,16,13,1,26,10,0,0
0,3,1,22,10,1,16,13,1,26,9,0,0
1,3,0,22,9,1,16,15,2,29,9,0,0
0,34,0,21,9,1,16,15,2,29,9,0,0
0,34,1,21,9,1,16,15,2,29,8,0,0
1,34,0,21,8,1,16,17,3,63,8,0,0
1,12,0,20,8,1,16,17,3,63,8,1,12
0,14,0,19,8,1,16,17,3,63,8,1,12
1,14,0,19,7,1,16,18,4,77,8,1,12
1,9,0,18,7,1,16,18,4,77,8,2,21
0,5,0,17,7,1,16,18,4,77,8,2,21
1,5,0,17,6,1,16,19,5,82,8,2,21
1,4,0,16,6,1,16,19,5,82,8,3,25
1,33,0,15,6,2,49,19,5,82,8,3,25
0,35,0,14,6,2,49,19,5,82,8,3,25
1,35,0,14,6,2,49,18,5,82,9,4,60
1,25,0,13,6,3,74,18,5,82,9,4,60
0,27,0,12,6,3,74,18,5,82,9,4,60
0,27,1,12,6,3,74,17,5,82,9,4,60
1,27,0,12,8,4,101,17,5,82,8,4,60
1,17,0,11,8,4,101,17,6,99,8,4,60
0,7,0,10,8,4,101,17,6,99,8,4,60
0,7,1,10,8,4,101,17,6,99,7,4,60
0,7,2,10,7,4,101,17,6,99,7,4,60
1,7,0,10,7,4,101,16,6,99,10,5,67
1,24,0,9,7,5,100,16,6,99,10,5,67
0,15,0,8,7,5,100,16,6,99,10,5,67
0,15,1,8,7,5,100,15,6,99,10,5,67
1,15,0,8,9,6,99,15,6,99,9,5,67
0,8,0,7,9,6,99,15,6,99,9,5,67
1,8,0,7,9,6,99,14,6,99,10,6,58
0,10,0,6,9,6,99,14,6,99,10,6,58
1,10,0,6,8,6,99,15,7,109,10,6,58
0,32,0,5,8,6,99,15,7,109,10,6,58
1,32,0,5,9,7,98,15,7,109,9,6,58
1,6,0,4,9,7,98,15,8,109,9,6,58
1,13,0,3,9,7,98,15,8,109,9,7,58
0,21,0,2,9,7,98,15,8,109,9,7,58
1,21,0,2,8,7,98,16,9,130,9,7,58
0,22,0,1,8,7,98,16,9,130,9,7,58
ENDOFGAME
0,8,0,24,11,0,0,11,0,0,11,0,0
0,8,1,24,10,0,0,11,0,0,11,0,0
1,8,0,24,10,0,0,10,0,0,13,1,8
0,24,0,23,10,0,0,10,0,0,13,1,8
1,24,0,23,9,0,0,11,1,24,13,1,8
1,15,0,22,9,0,0,11,1,24,13,2,23
0,28,0,21,9,0,0,11,1,24,13,2,23
1,28,0,21,8,0,0,12,2,52,13,2,23
1,9,0,20,8,0,0,12,2,52,13,3,23
0,35,0,19,8,0,0,12,2,52,13,3,23
0,35,1,19,7,0,0,12,2,52,13,3,23
0,35,2,19,7,0,0,11,2,52,13,3,23
0,35,3,19,7,0,0,11,2,52,12,3,23
0,35,4,19,6,0,0,11,2,52,12,3,23
0,35,5,19,6,0,0,10,2,52,12,3,23
0,35,6,19,6,0,0,10,2,52,11,3,23
0,35,7,19,5,0,0,10,2,52,11,3,23
1,35,0,19,5,0,0,9,2,52,19,4,58
1,25,0,18,5,1,25,9,2,52,19,4,58
0,6,0,17,5,1,25,9,2,52,19,4,58
1,6,0,17,5,1,25,8,2,52,20,5,64
1,27,0,16,5,2,52,8,2,52,20,5,64
0,21,0,15,5,2,52,8,2,52,20,5,64
0,21,1,15,5,2,52,7,2,52,20,5,64
0,21,2,15,5,2,52,7,2,52,19,5,64
0,21,3,15,4,2,52,7,2,52,19,5,64
1,21,0,15,4,2,52,6,2,52,23,6,85
1,7,0,14,4,3,59,6,2,52,23,6,85
0,16,0,13,4,3,59,6,2,52,23,6,85
1,16,0,13,4,3,59,5,2,52,24,7,85
1,14,0,12,4,4,73,5,2,52,24,7,85
0,13,0,11,4,4,73,5,2,52,24,7,85
0,13,1,11,4,4,73,4,2,52,24,7,85
1,13,0,11,6,5,72,4,2,52,23,7,85
1,32,0,10,6,5,72,4,3,84,23,7,85
1,18,0,9,6,5,72,4,3,84,23,8,103
0,26,0,8,6,5,72,4,3,84,23,8,103
1,26,0,8,5,5,72,5,4,110,23,8,103
1,34,0,7,5,5,72,5,4,110,23,9,102
1,23,0,6,5,6,95,5,4,110,23,9,102
0,11,0,5,5,6,95,5,4,110,23,9,102
1,11,0,5,5,6,95,4,4,110,24,10,113
1,20,0,4,5,7,115,4,4,110,24,10,113
1,30,0,3,5,7,115,4,5,140,24,10,113
1,12,0,2,5,7,115,4,5,140,24,11,113
0,4,0,1,5,7,115,4,5,140,24,11,113
0,4,1,1,4,7,115,4,5,140,24,11,113
ENDOFGAME
0,12,0,24,11,0,0,11,0,0,11,0,0
0,12,1,24,10,0,0,11,0,0,11,0,0
1,12,0,24,10,0,0,10,0,0,13,1,12
1,22,0,23,10,1,22,10,0,0,13,1,12
1,35,0,22,10,1,22,10,1,35,13,1,12
0,20,0,21,10,1,22,10,1,35,13,1,12
1,20,0,21,11,2,42,10,1,35,12,1,12
1,26,0,20,11,2,42,10,2,61,12,1,12
0,24,0,19,11,2,42,10,2,61,12,1,12
1,24,0,19,12,3,66,10,2,61,11,1,12
1,11,0,18,12,3,66,10,3,72,11,1,12
0,7,0,17,12,3,66,10,3,72,11,1,12
0,7,1,17,12,3,66,10,3,72,10,1,12
1,7,0,17,11,3,66,12,4,79,10,1,12
0,33,0,16,11,3,66,12,4,79,10,1,12
1,33,0,16,12,4,99,12,4,79,9,1,12
0,34,0,15,12,4,99,12,4,79,9,1,12
0,34,1,15,12,4,99,11,4,79,9,1,12
0,34,2,15,12,4,99,11,4,79,8,1,12
0,34,3,15,11,4,99,11,4,79,8,1,12
1,34,0,15,11,4,99,10,4,79,12,2,46
0,3,0,14,11,4,99,10,4,79,12,2,46
1,3,0,14,10,4,99,11,5,82,12,2,46
0,15,0,13,10,4,99,11,5,82,12,2,46
1,15,0,13,11,5,114,11,5,82,11,2,46
1,17,0,12,11,5,114,11,6,99,11,2,46
1,29,0,11,11,5,114,11,6,99,11,3,75
1,10,0,10,11,6,124,11,6,99,11,3,75
0,8,0,9,11,6,124,11,6,99,11,3,75
0,8,1,9,11,6,124,10,6,99,11,3,75
1,8,0,9,13,7,132,10,6,99,10,3,75
1,16,0,8,13,7,132,10,7,98,10,3,75
1,28,0,7,13,7,132,10,7,98,10,4,74
1,32,0,6,13,8,131,10,7,98,10,4,74
1,25,0,5,13,8,131,10,8,97,10,4,74
1,4,0,4,13,8,131,10,8,97,10,5,78
0,14,0,3,13,8,131,10,8,97,10,5,78
0,14,1,3,12,8,131,10,8,97,10,5,78
1,14,0,3,12,8,131,9,8,97,12,6,92
0,6,0,2,12,8,131,9,8,97,12,6,92
1,6,0,2,11,8,131,10,9,96,12,6,92
ENDOFGAME
1,15,0,24,11,1,15,11,0,0,11,0,0
1,12,0,23,11,1,15,11,1,12,11,0,0
0,26,0,22,11,1,15,11,1,12,11,0,0
0,26,1,22,11,1,15,11,1,12,10,0,0
1,26,0,22,10,1,15,13,2,38,10,0,0
0,17,0,21,10,1,15,13,2,38,10,0,0
0,17,1,21,10,1,15,13,2,38,9,0,0
1,17,0,21,9,1,15,15,3,55,9,0,0
0,10,0,20,9,1,15,15,3,55,9,0,0
0,10,1,20,9,1,15,15,3,55,8,0,0
1,10,0,20,8,1,15,17,4,65,8,0,0
0,27,0,19,8,1,15,17,4,65,8,0,0
0,27,1,19,8,1,15,17,4,65,7,0,0
0,27,2,19,7,1,15,17,4,65,7,0,0
0,27,3,19,7,1,15,16,4,65,7,0,0
1,27,0,19,11,2,42,16,4,65,6,0,0
1,22,0,18,11,2,42,16,5,87,6,0,0
1,14,0,17,11,2,42,16,5,87,6,1,14
0,30,0,16,11,2,42,16,5,87,6,1,14
0,30,1,16,10,2,42,16,5,87,6,1,14
1,30,0,16,10,2,42,15,5,87,8,2,44
0,19,0,15,10,2,42,15,5,87,8,2,44
0,19,1,15,9,2,42,15,5,87,8,2,44
0,19,2,15,9,2,42,14,5,87,8,2,44
0,19,3,15,9,2,42,14,5,87,7,2,44
0,19,4,15,8,2,42,14,5,87,7,2,44
0,19,5,15,8,2,42,13,5,87,7,2,44
0,19,6,15,8,2,42,13,5,87,6,2,44
0,19,7,15,7,2,42,13,5,87,6,2,44
0,19,8,15,7,2,42,12,5,87,6,2,44
1,19,0,15,16,3,61,12,5,87,5,2,44
1,29,0,14,16,3,61,12,6,116,5,2,44
0,31,0,13,16,3,61,12,6,116,5,2,44
0,31,1,13,16,3,61,12,6,116,4,2,44
0,31,2,13,15,3,61,12,6,116,4,2,44
0,31,3,13,15,3,61,11,6,116,4,2,44
0,31,4,13,15,3,61,11,6,116,3,2,44
1,31,0,13,14,3,61,16,7,147,3,2,44
1,11,0,12,14,3,61,16,7,147,3,3,55
1,8,0,11,14,4,69,16,7,147,3,3,55
1,5,0,10,14,4,69,16,8,152,3,3,55
1,13,0,9,14,4,69,16,8,152,3,4,54
0,28,0,8,14,4,69,16,8,152,3,4,54
0,28,1,8,13,4,69,16,8,152,3,4,54
1,28,0,8,13,4,69,15,8,152,5,5,82
1,6,0,7,13,5,75,15,8,152,5,5,82
1,20,0,6,13,5,75,15,9,172,5,5,82
1,18,0,5,13,5,75,15,9,172,5,6,100
1,35,0,4,13,6,110,15,9,172,5,6,100
0,24,0,3,13,6,110,15,9,172,5,6,100
0,24,1,3,13,6,110,14,9,172,5,6,100
0,24,2,3,13,6,110,14,9,172,4,6,100
0,24,3,3,12,6,110,14,9,172,4,6,100
1,24,0,3,12,6,110,13,9,172,8,7,124
0,25,0,2,12,6,110,13,9,172,8,7,124
0,25,1,2,11,6,110,13,9,172,8,7,124
1,25,0,2,11,6,110,12,9,172,10,8,124
ENDOFGAME
1,15,0,24,11,1,15,11,0,0,11,0,0
0,33,0,23,11,1,15,11,0,0,11,0,0
0,33,1,23,11,1,15,10,0,0,11,0,0
1,33,0,23,13,2,48,10,0,0,10,0,0
0,16,0,22,13,2,48,10,0,0,10,0,0
1,16,0,22,13,2,48,9,0,0,11,1,16
1,9,0,21,13,3,57,9,0,0,11,1,16
0,27,0,20,13,3,57,9,0,0,11,1,16
1,27,0,20,13,3,57,8,0,0,12,2,43
1,34,0,19,13,4,57,8,0,0,12,2,43
0,20,0,18,13,4,57,8,0,0,12,2,43
0,20,1,18,13,4,57,7,0,0,12,2,43
1,20,0,18,15,5,77,7,0,0,11,2,43
1,8,0,17,15,5,77,7,1,8,11,2,43
0,30,0,16,15,5,77,7,1,8,11,2,43
1,30,0,16,16,6,107,7,1,8,10,2,43
1,13,0,15,16,6,107,7,2,21,10,2,43
1,12,0,14,16,6,107,7,2,21,10,3,55
0,19,0,13,16,6,107,7,2,21,10,3,55
0,19,1,13,15,6,107,7,2,21,10,3,55
0,19,2,13,15,6,107,6,2,21,10,3,55
1,19,0,13,18,7,106,6,2,21,9,3,55
0,11,0,12,18,7,106,6,2,21,9,3,55
0,11,1,12,18,7,106,5,2,21,9,3,55
0,11,2,12,18,7,106,5,2,21,8,3,55
0,11,3,12,17,7,106,5,2,21,8,3,55
1,11,0,12,17,7,106,4,2,21,12,4,54
0,5,0,11,17,7,106,4,2,21,12,4,54
0,5,1,11,16,7,106,4,2,21,12,4,54
1,5,0,11,16,7,106,3,2,21,14,5,59
0,3,0,10,16,7,106,3,2,21,14,5,59
0,3,1,10,15,7,106,3,2,21,14,5,59
0,3,2,10,15,7,106,2,2,21,14,5,59
1,3,0,10,18,8,109,2,2,21,13,5,59
0,6,0,9,18,8,109,2,2,21,13,5,59
1,6,0,9,18,8,109,1,2,21,14,6,59
0,22,0,8,18,8,109,1,2,21,14,6,59
0,22,1,8,17,8,109,1,2,21,14,6,59
0,22,2,8,17,8,109,0,2,21,14,6,59
1,22,0,8,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
0,14,0,7,20,9,131,0,2,21,13,6,59
